"player","nation","pos","team","played_90s","shot_create_action","sca_live","sca_dead","sca_take_on","sca_shot","sca_foul","sca_defense","goal_create_action","gca_live","gca_dead","gca_take_on","gca_shot","gca_foul","gca_defense"
"Harry Howell","ENG","FW","Brighton","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Callum Hudson-Odoi","ENG","FW,MF","Nott'ham Forest","24.4","94","74","3","10","3","4","0","11","7","0","2","0","2","0"
"Will Hughes","ENG","MF","Crystal Palace","23.4","67","42","17","1","2","5","0","6","2","3","0","1","0","0"
"Dean Huijsen","ESP","DF","Bournemouth","27.0","43","40","1","0","1","1","0","3","3","0","0","0","0","0"
"Omari Hutchinson","ENG","MF,FW","Ipswich Town","28.7","81","59","0","9","6","5","2","6","6","0","0","0","0","0"
"Rasmus Højlund","DEN","FW","Manchester Utd","22.3","34","22","0","3","5","4","0","1","0","0","0","0","1","0"
"Igor","BRA","DF","Brighton","10.7","14","12","0","1","0","1","0","0","0","0","0","0","0","0"
"Danny Ings","ENG","FW,MF","West Ham","3.2","12","7","0","1","3","1","0","2","0","0","0","1","1","0"
"Tim Iroegbunam","ENG","MF","Everton","6.4","10","6","0","1","0","1","2","1","1","0","0","0","0","0"
"Andy Irving","SCO","MF","West Ham","1.8","5","4","0","1","0","0","0","0","0","0","0","0","0","0"
"Alexander Isak","SWE","FW","Newcastle Utd","30.6","92","70","1","8","9","2","2","14","11","0","1","0","1","1"
"Alex Iwobi","NGA","FW,MF","Fulham","33.1","122","106","0","8","6","2","0","16","13","0","2","1","0","0"
"Nicolas Jackson","SEN","FW","Chelsea","24.7","69","42","0","9","7","9","2","10","7","0","2","1","0","0"
"Reece James","ENG","DF,MF","Chelsea","11.8","18","11","5","1","1","0","0","3","1","0","1","1","0","0"
"Vitaly Janelt","GER","MF","Brentford","25.0","32","31","1","0","0","0","0","3","3","0","0","0","0","0"
"Vitezslav Jaros","CZE","GK","Liverpool","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Jebbison","CAN","FW","Bournemouth","1.3","6","4","0","1","0","1","0","0","0","0","0","0","0","0"
"Mathias Jensen","DEN","MF","Brentford","9.6","41","29","11","1","0","0","0","5","2","2","1","0","0","0"
"Gabriel Jesus","BRA","FW","Arsenal","6.8","18","10","0","1","5","1","1","4","1","0","0","3","0","0"
"Raúl Jiménez","MEX","FW","Fulham","27.7","66","48","1","2","9","5","1","7","4","0","0","1","1","1"
"Kim Jisoo","KOR","DF","Brentford","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"João Pedro","BRA","FW,MF","Brighton","21.6","72","56","0","3","2","10","1","9","6","0","0","0","3","0"
"Joelinton","BRA","MF,FW","Newcastle Utd","26.6","61","46","2","1","5","1","6","9","7","0","0","1","0","1"
"Ben Johnson","ENG","DF,FW","Ipswich Town","15.0","24","12","9","0","1","2","0","5","4","0","0","1","0","0"
"Brennan Johnson","WAL","FW","Tottenham","24.2","46","30","0","6","4","5","1","7","5","0","1","0","1","0"
"Sam Johnstone","ENG","GK","Wolves","7.0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Curtis Jones","ENG","MF,DF","Liverpool","19.0","52","45","1","0","4","2","0","8","5","1","0","1","1","0"
"Jorginho","ITA","MF","Arsenal","7.8","12","10","0","0","0","2","0","0","0","0","0","0","0","0"
"Diogo Jota","POR","FW","Liverpool","13.3","37","24","0","6","5","1","1","9","5","0","2","1","1","0"
"James Justin","ENG","DF","Leicester City","32.4","33","21","2","1","4","5","0","2","2","0","0","0","0","0"
"Filip Jørgensen","DEN","GK","Chelsea","6.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferdi Kadioglu","TUR","DF,MF","Brighton","4.3","13","11","0","0","0","1","1","2","2","0","0","0","0","0"
"Daichi Kamada","JPN","MF","Crystal Palace","17.4","52","37","6","1","3","2","3","3","2","1","0","0","0","0"
"Boubacar Kamara","FRA","MF","Aston Villa","19.2","27","20","1","1","2","1","2","2","2","0","0","0","0","0"
"Joachim Kayi Sanda","FRA","DF","Southampton","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Kayode","ITA","DF","Brentford","5.9","19","9","7","1","1","1","0","3","3","0","0","0","0","0"
"Michael Keane","ENG","DF","Everton","11.7","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"Caoimhín Kelleher","IRL","GK","Liverpool","10.0","3","3","0","0","0","0","0","1","1","0","0","0","0","0"
"Lloyd Kelly","ENG","DF","Newcastle Utd","3.4","2","2","0","0","0","0","0","1","1","0","0","0","0","0"
"Milos Kerkez","HUN","DF","Bournemouth","37.1","83","67","4","2","2","5","3","9","7","0","1","0","0","1"
"Bilal El Khannouss","MAR","MF,FW","Leicester City","24.2","78","54","9","8","4","3","0","7","5","1","0","1","0","0"
"Abdukodir Khusanov","UZB","DF","Manchester City","5.6","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Kilman","ENG","DF","West Ham","37.2","32","28","0","2","0","0","2","5","3","0","1","0","0","1"
"Joshua King","ENG","MF","Fulham","1.4","8","6","0","1","1","0","0","2","2","0","0","0","0","0"
"Tom King","WAL","GK","Wolves","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonín Kinský","CZE","GK","Tottenham","6.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakub Kiwior","POL","DF","Arsenal","12.5","8","7","0","1","0","0","0","0","0","0","0","0","0","0"
"Justin Kluivert","NED","MF","Bournemouth","26.0","101","73","8","7","7","5","1","12","11","0","0","0","1","0"
"Ibrahima Konaté","FRA","DF","Liverpool","28.4","31","26","0","0","4","0","1","7","6","0","0","0","0","1"
"Ezri Konsa","ENG","DF","Aston Villa","32.6","24","19","2","1","2","0","0","3","3","0","0","0","0","0"
"Mateo Kovačić","CRO","MF","Manchester City","24.4","73","59","0","4","5","4","1","8","6","0","1","1","0","0"
"Caleb Kporha","ENG","DF","Crystal Palace","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emil Krafth","SWE","DF","Newcastle Utd","3.8","3","2","0","0","1","0","0","0","0","0","0","0","0","0"
"Mohammed Kudus","GHA","FW,MF","West Ham","28.8","107","74","1","16","12","2","2","10","6","0","1","3","0","0"
"Dejan Kulusevski","SWE","MF,FW","Tottenham","26.5","128","95","12","15","3","3","0","9","7","1","1","0","0","0"
"Maxence Lacroix","FRA","DF","Crystal Palace","34.6","28","23","1","0","4","0","0","4","2","1","0","1","0","0"
"Adam Lallana","ENG","MF","Southampton","4.0","9","8","0","0","0","1","0","2","2","0","0","0","0","0"
"Tariq Lamptey","GHA","DF","Brighton","9.6","17","14","1","0","0","1","1","3","2","0","0","0","0","1"
"Will Lankshear","ENG","FW,MF","Tottenham","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roméo Lavia","BEL","MF","Chelsea","8.9","14","13","0","0","0","0","1","2","2","0","0","0","0","0"
"Mario Lemina","GAB","MF,DF","Wolves","15.2","26","21","0","2","2","0","1","5","5","0","0","0","0","0"
"Bernd Leno","GER","GK","Fulham","38.0","6","6","0","0","0","0","0","2","2","0","0","0","0","0"
"Jefferson Lerma","COL","MF,DF","Crystal Palace","25.3","47","37","5","1","3","0","1","3","3","0","0","0","0","0"
"Rico Lewis","ENG","DF,MF","Manchester City","21.0","31","30","0","0","0","1","0","3","3","0","0","0","0","0"
"Keane Lewis-Potter","ENG","DF,FW","Brentford","34.4","71","56","0","5","3","6","1","8","6","0","0","0","2","0"
"Myles Lewis-Skelly","ENG","DF","Arsenal","15.2","29","21","0","1","1","6","0","0","0","0","0","0","0","0"
"Matthijs de Ligt","NED","DF","Manchester Utd","23.6","14","12","0","0","2","0","0","1","1","0","0","0","0","0"
"Pedro Lima","BRA","DF","Wolves","0.8","4","2","0","0","0","0","2","0","0","0","0","0","0","0"
"Victor Lindelöf","SWE","DF","Manchester Utd","7.8","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesper Lindstrøm","DEN","FW","Everton","13.8","46","30","7","2","3","3","1","1","1","0","0","0","0","0"
"Valentino Livramento","ENG","DF","Newcastle Utd","31.6","45","43","0","0","1","1","0","2","2","0","0","0","0","0"
"Sean Longstaff","ENG","MF","Newcastle Utd","8.9","14","12","0","1","1","0","0","2","1","0","0","1","0","0"
"Saša Lukić","SRB","MF","Fulham","26.0","55","36","12","0","5","1","1","4","3","0","0","1","0","0"
"Joe Lumley","ENG","GK","Southampton","3.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Massimo Luongo","AUS","MF","Ipswich Town","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Maatsen","NED","DF","Aston Villa","12.7","52","38","3","5","5","0","1","7","6","0","1","0","0","0"
"Alexis Mac Allister","ARG","MF","Liverpool","28.9","120","83","24","2","6","2","3","15","10","3","0","2","0","0"
"James Maddison","ENG","MF","Tottenham","20.1","95","66","13","7","3","6","0","18","12","2","3","1","0","0"
"Noni Madueke","ENG","FW","Chelsea","22.6","79","57","0","10","7","4","1","8","5","0","0","1","1","1"
"Gabriel Magalhães","BRA","DF","Arsenal","26.3","35","31","0","0","3","1","0","6","4","0","0","1","1","0"
"Edmond-Paris Maghoma","ENG","MF,FW","Brentford","1.3","4","4","0","0","0","0","0","1","1","0","0","0","0","0"
"Harry Maguire","ENG","DF","Manchester Utd","19.5","20","14","1","0","5","0","0","0","0","0","0","0","0","0"
"Kobbie Mainoo","ENG","MF","Manchester Utd","18.3","34","29","0","4","0","1","0","3","3","0","0","0","0","0"
"Tyrell Malacia","NED","DF","Manchester Utd","1.1","2","1","0","0","0","1","0","0","0","0","0","0","0","0"
"Donyell Malen","NED","FW","Aston Villa","3.4","6","5","0","1","0","0","0","0","0","0","0","0","0","0"
"Mateus Mane",NA,"MF","Wolves","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orel Mangala","BEL","MF","Everton","14.0","24","17","1","2","3","1","0","1","0","0","0","0","1","0"
"Ryan Manning","IRL","DF,MF","Southampton","16.2","50","25","22","0","1","1","1","3","0","2","0","0","1","0"
"Solly March","ENG","FW,MF","Brighton","1.9","7","6","1","0","0","0","0","2","2","0","0","0","0","0"
"Omar Marmoush","EGY","FW,MF","Manchester City","13.1","39","22","3","2","5","7","0","2","1","0","0","0","1","0"
"Gabriel Martinelli","BRA","FW,MF","Arsenal","25.4","74","55","1","8","7","3","0","7","4","0","1","1","1","0"
"Emiliano Martínez","ARG","GK","Aston Villa","35.5","6","5","1","0","0","0","0","1","1","0","0","0","0","0"
"Lisandro Martínez","ARG","DF","Manchester Utd","19.5","26","23","0","0","2","0","1","2","2","0","0","0","0","0"
"Pape Matar Sarr","SEN","MF","Tottenham","21.3","45","35","2","2","4","0","2","7","5","0","1","1","0","0"
"Jean-Philippe Mateta","FRA","FW","Crystal Palace","29.4","65","44","0","5","11","5","0","10","5","0","3","2","0","0"
"Stephy Mavididi","ENG","FW","Leicester City","17.9","50","39","2","4","2","2","1","7","6","0","1","0","0","0"
"Konstantinos Mavropanos","GRE","DF","West Ham","22.7","16","12","0","1","2","0","1","0","0","0","0","0","0","0"
"Noussair Mazraoui","MAR","DF","Manchester Utd","31.5","56","46","2","1","2","3","2","1","1","0","0","0","0","0"
"Bryan Mbeumo","CMR","FW","Brentford","37.9","144","98","23","11","8","4","0","20","11","3","2","3","1","0"
"James Mcatee","ENG","MF,FW","Manchester City","3.9","4","3","0","1","0","0","0","1","0","0","1","0","0","0"
"Kasey McAteer","IRL","FW","Leicester City","9.5","20","18","0","0","0","2","0","2","1","0","0","0","1","0"
"Alex McCarthy","ENG","GK","Southampton","5.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John McGinn","SCO","MF,FW","Aston Villa","24.7","76","56","9","1","4","5","1","8","6","2","0","0","0","0"
"Dwight McNeil","ENG","MF,FW","Everton","15.2","72","39","22","6","2","2","1","10","5","2","2","0","0","1"
"Scott McTominay","SCO","MF","Manchester Utd","0.2","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Ben Mee","ENG","DF","Brentford","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jayden Meghoma","ENG","DF","Brentford","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mikel Merino","ESP","MF,FW","Arsenal","17.6","43","35","0","0","6","2","0","4","3","0","0","1","0","0"
"Shumaira Mheuka","ENG","MF","Chelsea","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nikola Milenković","SRB","DF","Nott'ham Forest","37.0","21","16","0","0","4","0","1","3","3","0","0","0","0","0"
"Lewis Miley","ENG","MF","Newcastle Utd","3.5","4","3","0","0","0","0","1","0","0","0","0","0","0","0"
"James Milner","ENG","MF","Brighton","1.9","8","5","2","0","0","1","0","0","0","0","0","0","0","0"
"Tyrone Mings","ENG","DF","Aston Villa","12.4","18","15","0","0","1","1","1","2","1","0","0","1","0","0"
"Yankuba Minteh","GAM","FW,MF","Brighton","20.4","64","37","8","13","3","2","1","13","6","0","6","1","0","0"
"Tyrick Mitchell","ENG","DF","Crystal Palace","34.4","72","65","1","0","3","2","1","7","6","0","0","0","1","0"
"Kaoru Mitoma","JPN","FW,MF","Brighton","28.9","87","73","0","6","3","4","1","10","9","0","0","0","1","0"
"Jakub Moder","POL","MF","Brighton","0.1","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Monga",NA,"FW,MF","Leicester City","1.2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Mikey Moore","ENG","FW","Tottenham","4.1","12","7","2","0","1","2","0","2","1","0","0","1","0","0"
"Morato","BRA","DF","Nott'ham Forest","10.1","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Álex Moreno","ESP","DF,MF","Nott'ham Forest","10.6","16","15","1","0","0","0","0","2","2","0","0","0","0","0"
"Sam Morsy","EGY","MF","Ipswich Town","30.6","51","46","4","0","0","1","0","2","2","0","0","0","0","0"
"Yerson Mosquera","COL","DF","Wolves","4.9","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Mason Mount","ENG","MF","Manchester Utd","6.9","22","15","3","0","3","1","0","0","0","0","0","0","0","0"
"Divin Mubama","ENG","FW","Manchester City","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mykhailo Mudryk","UKR","FW","Chelsea","1.7","6","4","1","0","0","1","0","0","0","0","0","0","0","0"
"Marshall Munetsi","ZIM","MF,FW","Wolves","12.0","21","16","0","0","2","2","1","1","1","0","0","0","0","0"
"Rodrigo Muniz","BRA","FW","Fulham","10.7","17","10","0","2","2","2","1","2","1","0","1","0","0","0"
"Daniel Muñoz","COL","DF","Crystal Palace","35.9","85","69","2","2","6","1","5","11","9","0","1","1","0","0"
"Arijanet Muric","KVX","GK","Ipswich Town","18.0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Murillo","BRA","DF","Nott'ham Forest","35.4","44","30","7","0","4","1","2","2","1","1","0","0","0","0"
"Jacob Murphy","ENG","FW","Newcastle Utd","26.2","82","65","5","4","3","3","2","15","14","0","0","0","1","0"
"Vitaliy Mykolenko","UKR","DF","Everton","34.2","43","40","0","1","2","0","0","4","3","0","0","1","0","0"
"Iliman Ndiaye","SEN","FW","Everton","27.0","65","49","0","9","1","6","0","8","5","0","2","0","1","0"
"Wilfred Ndidi","NGA","MF","Leicester City","25.8","31","29","0","1","1","0","0","4","4","0","0","0","0","0"
"Kosta Nedeljković","SRB","DF","Aston Villa","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reiss Nelson","ENG","FW","Arsenal","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reiss Nelson","ENG","FW","Fulham","5.4","31","21","2","3","4","0","1","1","1","0","0","0","0","0"
"Neto","BRA","GK","Bournemouth","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Neto","POR","FW","Chelsea","25.2","90","64","9","6","7","4","0","9","5","1","2","1","0","0"
"Eddie Nketiah","ENG","FW,MF","Crystal Palace","11.5","31","20","0","3","3","5","0","3","2","0","0","0","1","0"
"Christopher Nkunku","FRA","FW","Chelsea","10.2","34","21","0","5","5","1","2","4","1","0","1","1","1","0"
"Gustavo Nunes","BRA","FW,MF","Brentford","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matheus Nunes","POR","DF,MF","Manchester City","18.6","46","35","2","3","3","3","0","8","5","0","1","2","0","0"
"Darwin Núñez","URU","FW","Liverpool","12.6","31","21","0","4","1","2","3","4","3","0","0","0","1","0"
"Ethan Nwaneri","ENG","FW,MF","Arsenal","9.9","29","15","6","5","2","1","0","3","3","0","0","0","0","0"
"Christian Nørgaard","DEN","MF","Brentford","31.3","58","48","0","0","7","2","1","13","11","0","0","1","1","0"
"Jake O'Brien","IRL","DF","Everton","17.5","16","14","0","2","0","0","0","0","0","0","0","0","0","0"
"Matt O'Riley","DEN","MF","Brighton","10.4","40","23","11","1","2","1","2","5","4","0","0","0","1","0"
"Dara O'Shea","IRL","DF","Ipswich Town","34.7","24","19","0","0","2","2","1","4","4","0","0","0","0","0"
"Chidozie Obi-Martin","DEN","FW","Manchester Utd","1.8","2","0","0","1","1","0","0","0","0","0","0","0","0","0"
"Wilson Odobert","FRA","FW,MF","Tottenham","9.4","16","14","0","0","2","0","0","1","1","0","0","0","0","0"
"Chiedozie Ogbene","IRL","FW","Ipswich Town","2.6","3","2","0","0","0","1","0","0","0","0","0","0","0","0"
"Caleb Okoli","ITA","DF","Leicester City","12.5","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Robin Olsen","SWE","GK","Aston Villa","2.5","2","0","2","0","0","0","0","1","0","1","0","0","0","0"
"Amadou Onana","BEL","MF","Aston Villa","18.0","32","25","2","1","4","0","0","4","2","1","0","1","0","0"
"André Onana","CMR","GK","Manchester Utd","34.0","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"Paul Onuachu","NGA","FW","Southampton","11.7","9","8","0","0","1","0","0","1","1","0","0","0","0","0"
"Frank Onyeka","NGA","MF","Brentford","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lewis Orford","ENG","MF","West Ham","0.5","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Stefan Ortega","GER","GK","Manchester City","12.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Osula","DEN","FW","Newcastle Utd","1.5","4","3","0","0","0","0","1","0","0","0","0","0","0","0"
"Dango Ouattara","BFA","FW","Bournemouth","22.3","72","57","0","3","10","1","1","6","4","0","1","1","0","0"
"Nico O’Reilly","ENG","DF","Manchester City","5.9","12","9","1","1","0","1","0","2","2","0","0","0","0","0"
"Alex Palmer","ENG","GK","Ipswich Town","13.0","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Palmer","ENG","MF,FW","Chelsea","35.5","202","134","21","16","21","8","2","15","11","0","2","1","1","0"
"Emerson Palmieri","ITA","DF","West Ham","23.5","41","25","11","0","2","2","1","2","1","1","0","0","0","0"
"Lucas Paquetá","BRA","MF,FW","West Ham","26.4","82","68","2","2","4","5","1","6","3","0","0","2","1","0"
"Thomas Partey","GHA","MF,DF","Arsenal","31.1","62","52","2","1","2","1","4","13","8","2","0","1","1","1"
"Nathan Patterson","SCO","DF","Everton","3.9","11","8","1","2","0","0","0","1","1","0","0","0","0","0"
"Andreas Pereira","BRA","MF","Fulham","22.4","104","54","41","0","4","4","1","8","4","2","0","0","2","0"
"Ricardo Pereira","POR","DF","Leicester City","4.3","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Kalvin Phillips","ENG","MF","Ipswich Town","13.7","17","13","3","0","1","0","0","3","3","0","0","0","0","0"
"Jaden Philogene Bidace","ENG","FW,MF","Aston Villa","3.7","5","3","0","0","0","1","1","0","0","0","0","0","0","0"
"Jaden Philogene Bidace","ENG","FW,DF","Ipswich Town","5.3","9","6","0","1","1","1","0","0","0","0","0","0","0","0"
"Jordan Pickford","ENG","GK","Everton","38.0","13","12","1","0","0","0","0","2","2","0","0","0","0","0"
"Ethan Pinnock","JAM","DF","Brentford","21.3","21","13","5","0","2","1","0","0","0","0","0","0","0","0"
"Daniel Podence","POR","MF,FW","Wolves","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfie Pond","ENG","DF","Wolves","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Pope","ENG","GK","Newcastle Utd","28.0","7","6","1","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Porro","ESP","DF","Tottenham","29.0","108","72","23","3","5","4","1","8","4","3","1","0","0","0"
"Jarell Quansah","ENG","DF","Liverpool","5.5","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Hákon Rafn Valdimarsson","ISL","GK","Brentford","1.6","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
