"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"David Torres","ESP","DF","Valladolid","15.4","0","3","1","33.3","0.19","0.06","0.00","0.00","10.1","0","0","0"
"Ferrán Torres","ESP","FW,MF","Barcelona","12.3","10","48","22","45.8","3.91","1.79","0.21","0.45","14.6","2","0","0"
"Lucas Torró","ESP","MF","Osasuna","32.9","3","31","7","22.6","0.94","0.21","0.10","0.43","16.0","0","0","0"
"Hamari Traoré","MLI","DF","Real Sociedad","7.8","0","1","0","0.0","0.13","0.00","0.00","","14.8","0","0","0"
"Óscar Trejo","ARG","MF","Rayo Vallecano","5.5","1","5","2","40.0","0.91","0.36","0.20","0.50","16.5","0","0","0"
"Viktor Tsyhankov","UKR","FW,MF","Girona","21.3","2","35","9","25.7","1.65","0.42","0.06","0.22","19.9","5","0","0"
"Beñat Turrientes","ESP","MF","Real Sociedad","10.5","0","7","1","14.3","0.67","0.10","0.00","0.00","21.1","0","0","0"
"Christantus Uche","NGA","FW,MF","Getafe","27.6","4","50","14","28.0","1.81","0.51","0.08","0.29","17.1","0","0","0"
"Naci Ünüvar","NED","MF,DF","Espanyol","0.3","0","1","0","0.0","2.90","0.00","0.00","","14.2","0","0","0"
"Óscar Valentín","ESP","MF","Rayo Vallecano","20.4","0","5","1","20.0","0.25","0.05","0.00","0.00","12.3","0","0","0"
"Germán Valera","ESP","MF","Valencia","1.6","0","3","2","66.7","1.82","1.22","0.00","0.00","21.7","0","0","0"
"Martin Valjent","SVK","DF","Mallorca","30.7","3","12","5","41.7","0.39","0.16","0.25","0.60","13.1","0","0","0"
"Jesús Vallejo","ESP","DF","Real Madrid","1.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Federico Valverde","URU","MF,DF","Real Madrid","33.7","6","57","22","38.6","1.69","0.65","0.11","0.27","26.8","5","0","0"
"Siebe Van Der Heyden","BEL","DF,MF","Mallorca","1.1","0","1","0","0.0","0.93","0.00","0.00","","11.4","0","0","0"
"Ruben Vargas","SUI","FW,MF","Sevilla","7.5","2","17","5","29.4","2.28","0.67","0.12","0.40","13.8","0","0","0"
"José Luis García Vayá","ESP","MF","Valencia","19.4","2","12","4","33.3","0.62","0.21","0.00","0.00","25.8","1","2","2"
"Jesus Vazquez","ESP","DF","Valencia","10.2","0","5","1","20.0","0.49","0.10","0.00","0.00","26.4","0","0","0"
"Lucas Vázquez","ESP","DF","Real Madrid","24.3","1","15","3","20.0","0.62","0.12","0.07","0.33","17.0","1","0","0"
"Alejo Véliz","ARG","FW","Espanyol","12.5","1","19","6","31.6","1.52","0.48","0.05","0.17","10.7","0","0","0"
"Mikel Vesga","ESP","MF","Athletic Club","11.0","0","5","2","40.0","0.46","0.18","0.00","0.00","21.6","0","0","1"
"Carlos Vicente","ESP","FW,MF","Alavés","34.4","5","35","13","37.1","1.02","0.38","0.11","0.31","18.2","1","1","1"
"Pau Victor","ESP","FW","Barcelona","3.5","2","14","8","57.1","3.95","2.26","0.14","0.25","15.2","0","0","0"
"Nacho Vidal","ESP","DF","Osasuna","1.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Fran Vieites","ESP","GK","Betis","4.0","0","1","1","100.0","0.25","0.25","0.00","0.00","13.0","0","0","0"
"Sergio Viera","ESP","MF","Las Palmas","1.1","0","1","0","0.0","0.94","0.00","0.00","","13.5","0","0","0"
"Asier Villalibre","ESP","FW","Alavés","3.7","1","8","1","12.5","2.16","0.27","0.00","0.00","14.7","0","1","1"
"Iván Villar","ESP","GK","Celta Vigo","4.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Viti","ESP","DF","Las Palmas","22.0","0","3","2","66.7","0.14","0.09","0.00","0.00","25.7","0","0","0"
"Daniel Vivian","ESP","DF","Athletic Club","29.0","4","18","5","27.8","0.62","0.17","0.22","0.80","13.8","0","0","0"
"Krapyvtsov Vladyslav","UKR","GK","Girona","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Iñaki Williams","GHA","FW","Athletic Club","29.5","6","63","24","38.1","2.14","0.81","0.10","0.25","16.4","0","0","0"
"Nico Williams","ESP","FW","Athletic Club","22.2","5","54","19","35.2","2.43","0.86","0.09","0.26","17.6","1","0","0"
"Axel Witsel","BEL","DF","Atlético Madrid","9.5","0","1","0","0.0","0.11","0.00","0.00","","10.1","0","0","0"
"Lamine Yamal","ESP","FW","Barcelona","31.7","9","144","46","31.9","4.54","1.45","0.06","0.20","19.4","0","0","0"
"Daniel Yáñez","ESP","FW","Real Madrid","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Bertuğ Yıldırım","TUR","FW","Getafe","12.0","1","19","7","36.8","1.58","0.58","0.05","0.14","11.4","0","0","0"
"Arsen Zakharyan","RUS","MF,FW","Real Sociedad","0.8","1","4","2","50.0","4.93","2.47","0.25","0.50","22.7","0","0","0"
"Bryan Zaragoza","ESP","FW,MF","Osasuna","20.4","1","42","13","31.0","2.06","0.64","0.02","0.08","20.2","0","0","0"
"Igor Zubeldia","ESP","DF","Real Sociedad","25.2","0","12","4","33.3","0.48","0.16","0.00","0.00","17.1","0","0","0"
"Martín Zubimendi","ESP","MF","Real Sociedad","32.9","2","24","6","25.0","0.73","0.18","0.08","0.33","13.9","0","0","0"
"James Abankwah","IRL","DF,MF","Udinese","1.0","0","1","0","0.0","1.02","0.00","0.00","","15.0","0","0","0"
"Saud Abdulhamid","KSA","DF","Roma","2.3","0","1","0","0.0","0.44","0.00","0.00","","24.7","0","0","0"
"Oliver Abildgaard","DEN","MF","Como","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Tammy Abraham","ENG","FW","Roma","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Tammy Abraham","ENG","FW","Milan","13.1","3","26","11","42.3","1.98","0.84","0.08","0.18","13.4","0","1","2"
"Federico Accornero","ITA","MF","Genoa","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Francesco Acerbi","ITA","DF","Inter","19.0","0","5","1","20.0","0.26","0.05","0.00","0.00","11.5","0","0","0"
"Che Adams","SCO","FW","Torino","29.5","9","63","25","39.7","2.14","0.85","0.14","0.36","15.7","0","0","1"
"Yacine Adli","FRA","MF","Fiorentina","13.5","4","14","5","35.7","1.03","0.37","0.29","0.80","21.3","2","0","0"
"Vasilije Adžić","MNE","MF,FW","Juventus","0.5","0","1","1","100.0","2.14","2.14","0.00","0.00","29.1","0","0","0"
"Michel Aebischer","SUI","MF","Bologna","8.0","0","10","5","50.0","1.24","0.62","0.00","0.00","22.0","1","0","0"
"Honest Ahanor","ITA","DF,MF","Genoa","3.0","0","3","1","33.3","1.00","0.33","0.00","0.00","10.5","0","0","0"
"Junior Ajayi","CIV","FW","Hellas Verona","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Jean-Daniel Akpa-Akpro","CIV","MF","Monza","10.7","0","4","2","50.0","0.37","0.19","0.00","0.00","18.0","0","0","0"
"David Akpan Ankeye","NGA","FW,MF","Genoa","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Faride Alidou","GER","FW,MF","Hellas Verona","0.8","0","1","0","0.0","1.27","0.00","0.00","","32.2","0","0","0"
"Dele Alli","ENG","MF","Como","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Pontus Almqvist","SWE","FW,MF","Parma","12.4","1","26","9","34.6","2.10","0.73","0.04","0.11","17.4","0","0","0"
"Giorgio Altare","ITA","DF","Venezia","8.4","0","3","1","33.3","0.36","0.12","0.00","0.00","15.2","0","0","0"
"Sofyan Amrabat","MAR","MF","Fiorentina","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Angeliño","ESP","DF","Roma","35.3","2","24","6","25.0","0.68","0.17","0.08","0.33","20.0","0","0","0"
"Lorenzo Anghelè","ITA","FW","Juventus","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Faustino Anjorin","ENG","MF","Empoli","12.4","2","23","7","30.4","1.86","0.57","0.09","0.29","25.6","1","0","0"
"Marko Arnautović","AUT","FW","Inter","5.9","4","13","6","46.2","2.22","1.02","0.31","0.67","8.7","0","0","0"
"Kristjan Asllani","ALB","MF","Inter","10.9","2","14","3","21.4","1.29","0.28","0.00","0.00","25.0","2","2","2"
"Arthur Atta","FRA","MF,FW","Udinese","13.9","0","26","7","26.9","1.87","0.50","0.00","0.00","20.6","0","0","0"
"Emil Audero","IDN","GK","Como","8.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Tommaso Augello","ITA","DF","Cagliari","30.1","0","8","0","0.0","0.27","0.00","0.00","","22.8","0","0","0"
"Carlos Augusto","BRA","DF","Inter","18.1","3","24","6","25.0","1.33","0.33","0.13","0.50","11.1","0","0","0"
"Yann Aurel Bisseck","GER","DF","Inter","17.3","3","21","5","23.8","1.22","0.29","0.14","0.60","11.2","0","0","0"
"Paulo Azzi","BRA","DF","Cagliari","4.7","0","8","3","37.5","1.69","0.63","0.00","0.00","16.8","0","0","0"
"Oussama El Azzouzi","MAR","MF","Bologna","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Jacopo Bacci","ITA","MF","Empoli","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Milan Badelj","CRO","MF","Genoa","16.4","1","14","2","14.3","0.86","0.12","0.07","0.50","21.0","0","0","0"
"Mitchel Bakker","NED","MF","Atalanta","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Tommaso Baldanzi","ITA","MF,FW","Roma","9.2","1","20","4","20.0","2.16","0.43","0.05","0.25","18.6","0","0","0"
"Keita Baldé","SEN","FW","Monza","7.1","2","14","5","35.7","1.97","0.71","0.14","0.40","15.5","0","0","0"
"Botond Balogh","HUN","DF","Parma","22.8","0","3","0","0.0","0.13","0.00","0.00","","5.3","0","0","0"
"Mario Balotelli","ITA","FW,MF","Genoa","0.7","0","2","0","0.0","2.90","0.00","0.00","","30.5","1","0","0"
"Lameck Banda","ZAM","FW,MF","Lecce","6.8","0","17","4","23.5","2.51","0.59","0.00","0.00","19.7","0","0","0"
"Daniel Bandeira","POR","MF","Hellas Verona","4.5","0","2","1","50.0","0.44","0.22","0.00","0.00","31.1","0","0","0"
"Mattia Bani","ITA","DF","Genoa","16.7","0","8","3","37.5","0.48","0.18","0.00","0.00","9.2","0","0","0"
"Antonín Barák","CZE","MF","Fiorentina","0.6","0","2","2","100.0","3.33","3.33","0.00","0.00","25.7","0","0","0"
"Federico Barba","ITA","DF","Como","4.8","0","2","1","50.0","0.42","0.21","0.00","0.00","8.9","0","0","0"
"Nicolò Barella","ITA","MF","Inter","27.3","3","42","9","21.4","1.54","0.33","0.07","0.33","24.8","1","0","0"
"Davide Bartesaghi","ITA","DF","Milan","1.3","0","1","1","100.0","0.76","0.76","0.00","0.00","24.6","0","0","0"
"Federico Baschirotto","ITA","DF","Lecce","38.0","2","22","8","36.4","0.58","0.21","0.09","0.25","11.8","0","0","0"
"Daniele Baselli","ITA","MF","Como","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Alessandro Bastoni","ITA","DF","Inter","25.9","1","12","2","16.7","0.46","0.08","0.08","0.50","13.3","0","0","0"
"Reda Belahyane","MAR","MF","Hellas Verona","18.4","0","6","2","33.3","0.33","0.11","0.00","0.00","23.9","0","0","0"
"Reda Belahyane","MAR","MF","Lazio","2.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Raoul Bellanova","ITA","DF","Torino","1.0","0","1","0","0.0","1.03","0.00","0.00","","8.4","0","0","0"
"Raoul Bellanova","ITA","DF","Atalanta","26.7","0","18","5","27.8","0.67","0.19","0.00","0.00","15.2","0","0","0"
"Andrea Belotti","ITA","FW","Como","6.6","2","19","3","15.8","2.88","0.46","0.11","0.67","12.7","0","0","0"
"Lucas Beltrán","ARG","FW,MF","Fiorentina","20.7","5","26","6","23.1","1.26","0.29","0.12","0.50","15.9","0","2","3"
"Adrian Benedyczak","POL","FW,MF","Parma","2.4","0","3","0","0.0","1.26","0.00","0.00","","18.4","0","0","0"
"Ismaël Bennacer","ALG","MF","Milan","3.3","0","3","2","66.7","0.90","0.60","0.00","0.00","31.1","0","0","0"
"Medon Berisha","ALB","MF","Lecce","8.0","0","24","6","25.0","3.02","0.75","0.00","0.00","26.7","2","0","0"
"Adrian Bernabe","ESP","MF","Parma","16.1","1","27","5","18.5","1.67","0.31","0.04","0.20","26.2","7","0","0"
"Antoine Bernede","FRA","MF","Hellas Verona","6.6","1","4","2","50.0","0.61","0.30","0.25","0.50","21.0","0","0","0"
"Sam Beukema","NED","DF","Bologna","33.5","0","15","4","26.7","0.45","0.12","0.00","0.00","10.6","0","0","0"
"Alessandro Bianco","ITA","MF","Monza","28.9","1","26","6","23.1","0.90","0.21","0.04","0.17","23.7","0","0","0"
"Alessandro Bianco","ITA","MF","Fiorentina","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Jaka Bijol","SVN","DF","Udinese","32.9","1","19","6","31.6","0.58","0.18","0.05","0.17","11.8","0","0","0"
"Philip Billing","DEN","MF","Napoli","2.2","1","6","3","50.0","2.74","1.37","0.17","0.33","14.5","2","0","0"
"Cristiano Biraghi","ITA","DF","Torino","12.9","0","10","1","10.0","0.78","0.08","0.00","0.00","25.9","3","0","0"
"Cristiano Biraghi","ITA","DF","Fiorentina","4.8","1","5","2","40.0","1.04","0.42","0.20","0.50","26.2","3","0","0"
"Samuele Birindelli","ITA","DF,MF","Monza","16.3","3","16","10","62.5","0.98","0.61","0.19","0.30","15.4","0","0","0"
"Bjarki Bjarkason","ISL","DF,MF","Venezia","1.8","0","0","0","","0.00","0.00","","","","0","0","0"
"Emil Bohinen","NOR","MF","Genoa","1.8","0","2","0","0.0","1.08","0.00","0.00","","28.6","1","0","0"
"Warren Bondo","FRA","MF","Monza","18.0","0","13","1","7.7","0.72","0.06","0.00","0.00","25.9","0","0","0"
"Warren Bondo","FRA","MF","Milan","1.8","0","1","1","100.0","0.56","0.56","0.00","0.00","24.6","0","0","0"
"Kevin Bonifazi","ITA","DF","Lecce","0.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Ange-Yoan Bonny","FRA","FW","Parma","28.1","6","61","19","31.1","2.17","0.68","0.07","0.21","16.7","0","2","3"
"Edoardo Bove","ITA","MF,FW","Fiorentina","9.3","1","7","2","28.6","0.75","0.22","0.14","0.50","14.6","0","0","0"
"Domagoj Bradarić","CRO","DF","Hellas Verona","21.5","1","9","4","44.4","0.42","0.19","0.11","0.25","19.6","0","0","0"
"Matthias Braunöder","AUT","MF","Como","3.0","0","2","0","0.0","0.67","0.00","0.00","","24.8","0","0","0"
"Iker Bravo","ESP","FW,MF","Udinese","7.6","2","13","3","23.1","1.72","0.40","0.15","0.67","17.2","0","0","0"
"Gleison Bremer","BRA","DF","Juventus","6.0","0","3","0","0.0","0.50","0.00","0.00","","18.1","0","0","0"
"Brenner","BRA","MF,FW","Udinese","4.3","1","7","4","57.1","1.63","0.93","0.14","0.25","19.8","0","0","0"
"Marco Brescianini","ITA","MF","Atalanta","11.0","4","20","8","40.0","1.82","0.73","0.20","0.50","13.4","0","0","0"
"Arvid Brorsson","SWE","DF","Monza","4.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Tajon Buchanan","CAN","DF,FW","Inter","1.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Alessandro Buongiorno","ITA","DF","Napoli","21.4","1","8","4","50.0","0.37","0.19","0.13","0.25","11.0","0","0","0"
"Rareș-Cătălin Burnete","ROU","FW","Lecce","0.3","0","1","0","0.0","3.21","0.00","0.00","","16.0","0","0","0"
"Gianluca Busio","USA","MF","Venezia","28.0","2","36","7","19.4","1.29","0.25","0.06","0.29","17.7","0","0","0"
"Jean Butez","FRA","GK","Como","18.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Liberato Cacace","NZL","MF,DF","Empoli","24.8","2","29","9","31.0","1.17","0.36","0.07","0.22","17.4","2","0","0"
"Alessio Cacciamani","ITA","MF,DF","Torino","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Davide Calabria","ITA","DF","Bologna","7.0","0","3","0","0.0","0.43","0.00","0.00","","28.4","0","0","0"
"Davide Calabria","ITA","DF","Milan","3.5","0","2","0","0.0","0.57","0.00","0.00","","16.6","0","0","0"
"Luca Caldirola","ITA","DF","Monza","9.7","0","4","2","50.0","0.41","0.21","0.00","0.00","19.6","1","0","0"
"Hakan Çalhanoğlu","TUR","MF","Inter","20.9","5","41","12","29.3","1.96","0.57","0.05","0.17","27.2","6","3","4"
"Drissa Camara","CIV","MF,FW","Parma","5.0","0","15","5","33.3","3.02","1.01","0.00","0.00","19.8","0","0","0"
"Francesco Camarda","ITA","FW,MF","Milan","2.3","0","8","1","12.5","3.50","0.44","0.00","0.00","14.2","0","0","0"
"Nicolò Cambiaghi","ITA","FW","Bologna","6.9","1","14","4","28.6","2.03","0.58","0.07","0.25","17.1","0","0","0"
"Andrea Cambiaso","ITA","DF,FW","Juventus","24.7","2","17","6","35.3","0.69","0.24","0.12","0.33","22.1","0","0","0"
"Thomas Campaniello","ITA","FW","Empoli","0.3","0","1","0","0.0","3.60","0.00","0.00","","10.8","0","0","0"
"Matteo Cancellieri","ITA","FW,MF","Parma","15.8","3","22","7","31.8","1.39","0.44","0.14","0.43","17.6","0","0","0"
"Fali Candé","GNB","DF","Venezia","17.0","1","5","2","40.0","0.29","0.12","0.20","0.50","11.7","1","0","0"
"Antonio Candela","ITA","DF","Venezia","11.2","0","5","0","0.0","0.45","0.00","0.00","","19.1","0","0","0"
"Gianluca Caprari","ITA","MF,FW","Monza","18.3","3","28","9","32.1","1.53","0.49","0.04","0.11","22.0","2","2","2"
"Elia Caprile","ITA","GK","Cagliari","18.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Elia Caprile","ITA","GK","Napoli","3.6","0","0","0","","0.00","0.00","","","","0","0","0"
"Francesco Caputo","ITA","FW","Empoli","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Maxence Caqueret","FRA","MF","Como","12.1","2","8","3","37.5","0.66","0.25","0.25","0.67","18.6","0","0","0"
"Andrea Carboni","ITA","DF","Monza","24.3","0","8","1","12.5","0.33","0.04","0.00","0.00","18.3","0","0","0"
"Franco Carboni","ITA","DF","Venezia","2.5","0","1","0","0.0","0.40","0.00","0.00","","28.0","0","0","0"
"Marco Carnesecchi","ITA","GK","Atalanta","34.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Cesare Casadei","ITA","MF","Torino","11.3","1","14","7","50.0","1.24","0.62","0.07","0.14","13.3","0","0","0"
"Nicolò Casale","ITA","DF","Bologna","10.0","0","4","1","25.0","0.40","0.10","0.00","0.00","9.7","0","0","0"
"Nicolò Casale","ITA","DF","Lazio","1.5","0","1","1","100.0","0.67","0.67","0.00","0.00","11.4","0","0","0"
"Federico Cassa","ITA","MF,FW","Atalanta","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Valentín Castellanos","ARG","FW","Lazio","26.5","10","105","36","34.3","3.96","1.36","0.08","0.22","16.8","3","2","3"
"Santiago Castro","ARG","FW","Bologna","25.5","8","62","20","32.3","2.43","0.78","0.13","0.40","15.8","0","0","1"
"Gaetano Castrovilli","ITA","MF","Monza","6.6","0","6","0","0.0","0.91","0.00","0.00","","17.7","1","0","0"
"Gaetano Castrovilli","ITA","MF,FW","Lazio","1.6","0","2","0","0.0","1.22","0.00","0.00","","19.0","0","0","0"
"Danilo Cataldi","ITA","MF","Fiorentina","19.0","3","13","5","38.5","0.68","0.26","0.23","0.60","22.8","2","0","0"
"Zeki Çelik","TUR","DF","Roma","25.1","0","13","4","30.8","0.52","0.16","0.00","0.00","15.7","0","0","0"
"Alberto Cerri","ITA","FW","Como","1.0","0","4","1","25.0","4.14","1.03","0.00","0.00","11.2","0","0","0"
"Gabriel Charpentier","CGO","FW","Parma","3.0","1","9","4","44.4","2.99","1.33","0.11","0.25","17.6","0","0","0"
"Walid Cheddira","MAR","FW","Napoli","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Leandro Chichizola","ARG","GK","Parma","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Samuel Chukwueze","NGA","FW,MF","Milan","10.3","3","32","8","25.0","3.11","0.78","0.09","0.38","19.5","0","0","0"
"Aaron Ciammaglichella","ITA","MF","Torino","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Giuseppe Ciocci","ITA","GK","Cagliari","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Alessandro Circati","AUS","DF","Parma","6.0","0","2","0","0.0","0.33","0.00","0.00","","7.5","0","0","0"
"Alphadjo Cissè","ITA","FW,MF","Hellas Verona","0.1","0","2","2","100.0","20.00","20.00","0.00","0.00","26.5","0","0","0"
"Patrick Ciurria","ITA","MF,DF","Monza","12.3","1","11","2","18.2","0.89","0.16","0.09","0.50","21.0","0","0","0"
"Saúl Coco","EQG","DF","Torino","31.6","2","20","5","25.0","0.63","0.16","0.10","0.40","18.7","3","0","0"
"Lorenzo Colombo","ITA","FW,MF","Empoli","24.8","6","55","18","32.7","2.22","0.73","0.09","0.28","18.1","0","1","1"
"Andrea Colpani","ITA","FW,MF","Fiorentina","15.9","2","35","12","34.3","2.20","0.75","0.06","0.17","18.5","2","0","0"
"Florinel Coman","ROU","FW,MF","Cagliari","2.9","1","4","1","25.0","1.37","0.34","0.25","1.00","19.9","1","0","0"
"Pietro Comuzzo","ITA","DF","Fiorentina","23.4","1","5","2","40.0","0.21","0.09","0.20","0.50","13.0","0","0","0"
"Francisco Conceição","POR","FW,MF","Juventus","14.9","3","40","13","32.5","2.69","0.87","0.08","0.23","18.1","1","0","0"
"Diego Coppola","ITA","DF","Hellas Verona","32.5","2","10","4","40.0","0.31","0.12","0.20","0.50","9.1","0","0","0"
"Maxwel Cornet","CIV","FW,MF","Genoa","2.7","2","5","3","60.0","1.83","1.10","0.40","0.67","12.3","0","0","0"
"Joaquín Correa","ARG","FW,MF","Inter","8.1","2","14","6","42.9","1.72","0.74","0.14","0.33","13.3","0","0","0"
"Alberto costa","POR","DF","Juventus","4.0","0","7","0","0.0","1.76","0.00","0.00","","15.7","0","0","0"
"Lassana Coulibaly","MLI","MF","Lecce","29.6","1","9","3","33.3","0.30","0.10","0.11","0.33","18.7","0","0","0"
"Woyo Coulibaly","MLI","DF","Parma","12.0","0","3","0","0.0","0.25","0.00","0.00","","23.7","0","0","0"
"Bryan Cristante","ITA","MF","Roma","22.7","4","30","7","23.3","1.32","0.31","0.13","0.57","16.9","0","0","0"
"Domen Črnigoj","SVN","MF","Venezia","1.5","0","1","0","0.0","0.66","0.00","0.00","","10.3","0","0","0"
"Juan Cuadrado","COL","DF,MF","Atalanta","9.2","0","16","4","25.0","1.73","0.43","0.00","0.00","16.0","0","0","0"
"Patrick Cutrone","ITA","FW","Como","22.7","7","69","26","37.7","3.03","1.14","0.10","0.27","15.9","0","0","1"
"Wylan Cyprien","FRA","MF","Parma","0.3","0","1","0","0.0","3.21","0.00","0.00","","15.2","0","0","0"
"Danilo D'Ambrosio","ITA","DF","Monza","12.2","0","9","4","44.4","0.74","0.33","0.00","0.00","18.0","1","0","0"
"Lucas Da Cunha","FRA","MF","Como","29.0","3","37","14","37.8","1.27","0.48","0.08","0.21","23.8","3","0","0"
"Samuel Dahl","SWE","DF,MF","Roma","0.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Thijs Dallinga","NED","FW","Bologna","12.8","3","31","11","35.5","2.42","0.86","0.10","0.27","11.6","0","0","0"
